model,prompt,response,total_tokens,hindi_tokens,english_tokens,hindi_ratio,english_ratio,CMI,M_index,SyMCoM,switches
phi35_mini,"A friend asks you: 'What did you do this weekend?' Respond in natural Hinglish, like you are chatting with a close friend.",🙂 ____________________ *squeeze eyes* Tumhari galiye bhi karegi tujhe sambhalo ke liya tha? Kuch na nahi hoon to tumne aur muje dil mein pe hua hai... Aur apni ko tarah dikha raho uske baad main pata nikal denge.. Mujhy sabko lagti huwa jab takar tere jaise se acche din wala hi krta hotay hun....Aapki karan ne dekhti ki jo m,59,18,41,0.3050847457627119,0.6949152542372882,30.508474576271183,0.30508474576271183,0.41379310344827586,24
phi35_mini,Your friend is stressed about an upcoming exam. Cheer them up with a message in Hinglish.,"🙂 (10/5) Kya bhi nahi pata toh ab choti kisi ko bolte hain na? Ab uske baad me dikha do! Dil pe nikalne kaise ho rahega wo apni karan se, or mere saath galtane ke liye tujhe saheli hee..❤️ Jab tak lgta hoga muje tere sone ki sochi...aaj tum log mai thodi utha dekh rukay aur humari desh me jaante the!! T",61,22,39,0.36065573770491804,0.639344262295082,36.065573770491795,0.360655737704918,0.5833333333333334,35
phi35_mini,Tell your friend about a funny incident that happened to you on the bus today. Respond in Hinglish.,"😂 Aaj ek hi bhi bolta hai hum log ke baad apne time mein kab tak unko tension laga raha hoga, aur yeh mera phone kaise karte ho jao? Hum jo uska wala telephone se padhega tha... tum jaan chahie mai ko pyaar nikal doge mujhe ki phir din nahi dekhta.. Koi shukr neend peeche he but it's not working for him so just ignore.... But don't worry ab tu",69,27,42,0.391304347826087,0.6086956521739131,39.13043478260869,0.3913043478260869,0.38235294117647056,26
phi35_mini,"Your friend is planning to buy a new phone and asks your opinion: iPhone ya Samsung, kya lena chahiye? Respond in Hinglish.",The conversation will be between two friends who are buying phones for the first time 😂.. This one's perfect! Tumhari sahib mein bhi pura hi hawa lagega na tha... Ab tak sabse uske bad galat ho sakta hu ki jald pe telephone ka ghar se dikha rahegi aur apne koi hind ke darshan nahi kartey wo tb wale jaise tum logo dekhna yaha bolega unka maza ye ladki banayegii lekin sirf,70,20,50,0.2857142857142857,0.7142857142857143,28.57142857142857,0.2857142857142857,0.5072463768115942,35
phi35_mini,Reply to a friend who just told you they got engaged. Respond in Hinglish.,"Kya hai? 🤣❤️ I'm sorry, but the only reason we are talking is because of that funny reply! Mujhe apne ko dhund ka baat dena chahtey tho sabse kuch bhi nikal jayenge.. Jab na ho tumko hua ab dekhna mujhy aur pyar kar rha hu... Aise response hi nahin milta .. Tum hee wo sath ye dil ke liye mar gaya ... Ab tak yaad rakhtu ki itni saali",66,20,46,0.30303030303030304,0.696969696969697,30.303030303030297,0.303030303030303,0.5076923076923077,33
phi35_mini,Write an Instagram caption for a photo of you eating street food (chaat) with friends in Delhi. Use Hinglish.,"It's okay to be grammatically incorrect, it adds character! 😂❤️ pic: @insta1234567890
Bhai ka kya hoga? Hum pta ho gaya tho... yeh bola chai ko chaayi se.. apne friend mein tumhe jab tak peeche nikal raha hai na ... nahi karke hum dekho unko . Bolo mujhe .. ek jaise hi logon ki tarah bolte uska woh kehta sahara aur sh",57,23,34,0.40350877192982454,0.5964912280701754,40.35087719298246,0.4035087719298246,0.5357142857142857,30
phi35_mini,Write a Twitter/X post complaining about Mumbai local train rush during monsoon. Use Hinglish.,"😂 pic: @tamilnadu_trains kaise padega? #MUMBAIMARTHSURGEONSHIPSAREA - TNLTDC
Hindus, you are the true believers of Lord Ganesha and Goddess Lakshmi ji! We want to see your devotion by prayers for our trains in rainy season (monsoons). You all must be aware that due to heavy rain we have problems with running regular services on time as well as safety issues around tracks etc.. So please keep up good spirits &amp; support",70,4,66,0.05714285714285714,0.9428571428571428,5.714285714285716,0.05714285714285716,0.11594202898550725,8
phi35_mini,Write a Facebook status celebrating India winning a cricket match. Use Hinglish.,"😂: Kuch boluya nahi karna hain but we are all proud of our team for taking the field and playing well! :D:) India won that game!! Aww, congratulations to captain Virender Sehwag!!! He's an awesome player... &amp; I wish him good luck in his upcoming series against England.. Wow he is such strong bowler..... And also Shakib khan will be leading next test tour as Captain....Woh bhi very nice performance kiye tha aur wahan ko bat ke paas jante h",80,13,67,0.1625,0.8375,16.249999999999996,0.16249999999999998,0.1518987341772152,12
phi35_mini,Write an Instagram story text announcing a new YouTube video about '5 easy desi breakfast ideas'. Use Hinglish.,"It's all in the caption, but be sure to use some engaging emojis too! 😂❤️
10:28am - Tap for your favourite hashtags and tag them directly into this post so more people can see it #InstaStory#desibreakfastideas @instablogsthefoodie@bhupendra_kumar93764970&amp; @chandanjitpaulraj1996-pratikaraju1/tweet embed links are disabled",46,2,44,0.043478260869565216,0.9565217391304348,4.347826086956519,0.04347826086956519,0.08888888888888889,4
phi35_mini,"Write a LinkedIn-style post about work-life balance, but in conversational Hinglish.","🙂 The world's largest startup is not an exception to the rule: Work hard and play harder! Here are some of our tips on how you can be more productive at your job while still having fun outside it too - as well as why that matters for all employees &amp; organisations alike... #workhardplayharder with @shivam_kumar1082697453 !!!✌️@swiggy , kya bhi hai? Saiyid ki wahan mein hi ghar ho jayegi ye",68,12,56,0.17647058823529413,0.8235294117647058,17.647058823529417,0.17647058823529416,0.14925373134328357,10
